window_id	item_id_seq_train	item_id_target	interaction_time_delta_train	session	common_item
506	2 2 2 1 3 2 2 2	2	56 13 15 21 0 0 4 0	792.0	1
507	2 2 2 1 3 2 2	2	56 13 15 21 0 0 4	792.0	1
508	2 2 2 1 3 2	2	56 13 15 21 0 0	792.0	1
509	2 2 2 1 3	2	56 13 15 21 0	792.0	1
510	2 2 2 1	3	56 13 15 21	792.0	0
511	2 2 2	1	56 13 15	792.0	0
512	2 2	2	56 13	792.0	1
513	2	2	56	792.0	1
514	2 2 3 2 2	2	0 15 0 19 5	793.0	1
515	2 2 3 2	2	0 15 0 19	793.0	1
516	2 2 3	2	0 15 0	793.0	1
517	2 2	3	0 15	793.0	0
518	2	2	0	793.0	1
519	2 3 2 2 1 2 3 2 1	2	0 0 31 3 18 1 0 1 12	799.0	1
520	2 3 2 2 1 2 3 2	1	0 0 31 3 18 1 0 1	799.0	0
521	2 3 2 2 1 2 3	2	0 0 31 3 18 1 0	799.0	1
522	2 3 2 2 1 2	3	0 0 31 3 18 1	799.0	0
523	2 3 2 2 1	2	0 0 31 3 18	799.0	1
524	2 3 2 2	1	0 0 31 3	799.0	0
525	2 3 2	2	0 0 31	799.0	1
526	2 3	2	0 0	799.0	1
527	2	3	0	799.0	0
528	2 2 2	1	14 9 7	800.0	0
529	2 2	2	14 9	800.0	1
530	2	2	14	800.0	1
531	3 2 17 17 17 6	5	0 1 0 1 1 25	801.0	1
532	3 2 17 17 17	6	0 1 0 1 1	801.0	1
533	3 2 17 17	17	0 1 0 1	801.0	0
534	3 2 17	17	0 1 0	801.0	0
535	3 2	17	0 1	801.0	0
536	3	2	0	801.0	1
537	2	2	10	806.0	1
538	3 2	2	0 3	808.0	1
539	3	2	0	808.0	1
540	2 5 2 2 2	2	3 12 14 2 19	809.0	1
541	2 5 2 2	2	3 12 14 2	809.0	1
542	2 5 2	2	3 12 14	809.0	1
543	2 5	2	3 12	809.0	1
544	2	5	3	809.0	1
545	2 2	1	0 11	812.0	0
546	2	2	0	812.0	1
547	1 2 2 1	2	1 14 10 242	817.0	1
548	1 2 2	1	1 14 10	817.0	0
549	1 2	2	1 14	817.0	1
550	1	2	1	817.0	1
551	3 2	2	0 20	821.0	1
552	3	2	0	821.0	1
553	2 1 2 2 3	2	9 4 8 44 0	823.0	1
554	2 1 2 2	3	9 4 8 44	823.0	0
555	2 1 2	2	9 4 8	823.0	1
556	2 1	2	9 4	823.0	1
557	2	1	9	823.0	0
558	2	2	55	826.0	1
559	2 2 4 4 5 5 2 2 2 11	7	47 18 0 0 0 80 20 2 1 2	827.0	1
560	2 2 4 4 5 5 2 2 2	11	47 18 0 0 0 80 20 2 1	827.0	0
561	2 2 4 4 5 5 2 2	2	47 18 0 0 0 80 20 2	827.0	1
562	2 2 4 4 5 5 2	2	47 18 0 0 0 80 20	827.0	1
563	2 2 4 4 5 5	2	47 18 0 0 0 80	827.0	1
564	2 2 4 4 5	5	47 18 0 0 0	827.0	1
565	2 2 4 4	5	47 18 0 0	827.0	1
566	2 2 4	4	47 18 0	827.0	0
567	2 2	4	47 18	827.0	0
568	2	2	47	827.0	1
569	2	2	50	828.0	1
570	2	2	0	831.0	1
571	2 2 2 2 3 2	2	12 1 0 0 25 56	838.0	1
572	2 2 2 2 3	2	12 1 0 0 25	838.0	1
573	2 2 2 2	3	12 1 0 0	838.0	0
574	2 2 2	2	12 1 0	838.0	1
575	2 2	2	12 1	838.0	1
576	2	2	12	838.0	1
577	2 2 2 2 2 1 2 2 3	2	30 2 9 0 2 0 11 0 6	847.0	1
578	2 2 2 2 2 1 2 2	3	30 2 9 0 2 0 11 0	847.0	0
579	2 2 2 2 2 1 2	2	30 2 9 0 2 0 11	847.0	1
580	2 2 2 2 2 1	2	30 2 9 0 2 0	847.0	1
581	2 2 2 2 2	1	30 2 9 0 2	847.0	0
582	2 2 2 2	2	30 2 9 0	847.0	1
583	2 2 2	2	30 2 9	847.0	1
584	2 2	2	30 2	847.0	1
585	2	2	30	847.0	1
586	2 3	2	6 0	848.0	1
587	2	3	6	848.0	0
588	2	2	0	849.0	1
589	3 2	2	0 0	854.0	1
590	3	2	0	854.0	1
591	1 2 2	1	12 0 4	856.0	0
592	1 2	2	12 0	856.0	1
593	1	2	12	856.0	1
594	17 17 1 3 2 2 1	6	0 0 4 0 40 0 15	857.0	1
595	17 17 1 3 2 2	1	0 0 4 0 40 0	857.0	0
596	17 17 1 3 2	2	0 0 4 0 40	857.0	1
597	17 17 1 3	2	0 0 4 0	857.0	1
598	17 17 1	3	0 0 4	857.0	0
599	17 17	1	0 0	857.0	0
600	17	17	0	857.0	0
601	3 2 2 1	2	0 0 10 18	867.0	1
602	3 2 2	1	0 0 10	867.0	0
603	3 2	2	0 0	867.0	1
604	3	2	0	867.0	1
605	5 5 3	2	0 25 0	869.0	1
606	5 5	3	0 25	869.0	0
607	5	5	0	869.0	1
608	2 2 2 2	2	69 2 119 41	873.0	1
609	2 2 2	2	69 2 119	873.0	1
610	2 2	2	69 2	873.0	1
611	2	2	69	873.0	1
612	1 2 3 2	1	2 0 0 9	904.0	0
613	1 2 3	2	2 0 0	904.0	1
614	1 2	3	2 0	904.0	0
615	1	2	2	904.0	1
616	1 2	3	1 0	909.0	0
617	1	2	1	909.0	1
618	2	1	11	919.0	0
619	2 1 2	2	14 11 9	921.0	1
620	2 1	2	14 11	921.0	1
621	2	1	14	921.0	0
622	2	1	26	922.0	0
623	1 2 2 2 3 2 2 2 2 2 2 2	2	71 25 98 0 10 24 33 4 7 3 0 38	926.0	1
624	1 2 2 2 3 2 2 2 2 2 2	2	71 25 98 0 10 24 33 4 7 3 0	926.0	1
625	1 2 2 2 3 2 2 2 2 2	2	71 25 98 0 10 24 33 4 7 3	926.0	1
626	1 2 2 2 3 2 2 2 2	2	71 25 98 0 10 24 33 4 7	926.0	1
627	1 2 2 2 3 2 2 2	2	71 25 98 0 10 24 33 4	926.0	1
628	1 2 2 2 3 2 2	2	71 25 98 0 10 24 33	926.0	1
629	1 2 2 2 3 2	2	71 25 98 0 10 24	926.0	1
630	1 2 2 2 3	2	71 25 98 0 10	926.0	1
631	1 2 2 2	3	71 25 98 0	926.0	0
632	1 2 2	2	71 25 98	926.0	1
633	1 2	2	71 25	926.0	1
634	1	2	71	926.0	1
635	3 2	2	0 0	927.0	1
636	3	2	0	927.0	1
637	5 1	7	15 9	930.0	1
638	5	1	15	930.0	0
639	3 2	1	0 8	940.0	0
640	3	2	0	940.0	1
641	3 2	1	0 15	946.0	0
642	3	2	0	946.0	1
643	2 2	2	1 10	952.0	1
644	2	2	1	952.0	1
645	2 2 2	3	0 3 0	954.0	0
646	2 2	2	0 3	954.0	1
647	2	2	0	954.0	1
648	2 2 1 2	1	9 3 58 0	961.0	0
649	2 2 1	2	9 3 58	961.0	1
650	2 2	1	9 3	961.0	0
651	2	2	9	961.0	1
652	2	2	0	993.0	1
653	3 2	2	0 0	995.0	1
654	3	2	0	995.0	1
655	3 2	2	0 24	1000.0	1
656	3	2	0	1000.0	1
657	2 2	2	0 13	1019.0	1
658	2	2	0	1019.0	1
659	2 2 2 2 2 2 2	2	27 3 65 18 40 65 18	1020.0	1
660	2 2 2 2 2 2	2	27 3 65 18 40 65	1020.0	1
661	2 2 2 2 2	2	27 3 65 18 40	1020.0	1
662	2 2 2 2	2	27 3 65 18	1020.0	1
663	2 2 2	2	27 3 65	1020.0	1
664	2 2	2	27 3	1020.0	1
665	2	2	27	1020.0	1
666	3	2	0	1048.0	1
667	1	1	27	1051.0	0
668	1 18 5 3 2 2 2 2 2 2 2 18 18 20	18	46 38 34 0 1 19 26 36 0 26 4 26 4 8	1062.0	0
669	1 18 5 3 2 2 2 2 2 2 2 18 18	20	46 38 34 0 1 19 26 36 0 26 4 26 4	1062.0	0
670	1 18 5 3 2 2 2 2 2 2 2 18	18	46 38 34 0 1 19 26 36 0 26 4 26	1062.0	0
671	1 18 5 3 2 2 2 2 2 2 2	18	46 38 34 0 1 19 26 36 0 26 4	1062.0	0
672	1 18 5 3 2 2 2 2 2 2	2	46 38 34 0 1 19 26 36 0 26	1062.0	1
673	1 18 5 3 2 2 2 2 2	2	46 38 34 0 1 19 26 36 0	1062.0	1
674	1 18 5 3 2 2 2 2	2	46 38 34 0 1 19 26 36	1062.0	1
675	1 18 5 3 2 2 2	2	46 38 34 0 1 19 26	1062.0	1
676	1 18 5 3 2 2	2	46 38 34 0 1 19	1062.0	1
677	1 18 5 3 2	2	46 38 34 0 1	1062.0	1
678	1 18 5 3	2	46 38 34 0	1062.0	1
679	1 18 5	3	46 38 34	1062.0	0
680	1 18	5	46 38	1062.0	1
681	1	18	46	1062.0	0
682	5 20 18 4 4 5 4	5	1 11 7 152 0 11 0	1066.0	1
683	5 20 18 4 4 5	4	1 11 7 152 0 11	1066.0	0
684	5 20 18 4 4	5	1 11 7 152 0	1066.0	1
685	5 20 18 4	4	1 11 7 152	1066.0	0
686	5 20 18	4	1 11 7	1066.0	0
687	5 20	18	1 11	1066.0	0
688	5	20	1	1066.0	0
689	2 6	2	13 5	1079.0	1
690	2	6	13	1079.0	1
691	3 2 2 2 2	2	0 0 61 84 6	1083.0	1
692	3 2 2 2	2	0 0 61 84	1083.0	1
693	3 2 2	2	0 0 61	1083.0	1
694	3 2	2	0 0	1083.0	1
695	3	2	0	1083.0	1
696	2	3	0	1088.0	0
697	3 2	18	0 17	1091.0	0
698	3	2	0	1091.0	1
699	2 3 2	2	6 0 0	1096.0	1
700	2 3	2	6 0	1096.0	1
701	2	3	6	1096.0	0
702	5	2	31	1097.0	1
703	5 4 5 3 2 2 3 2 2	1	12 0 13 0 0 1 0 89 5	1103.0	0
704	5 4 5 3 2 2 3 2	2	12 0 13 0 0 1 0 89	1103.0	1
705	5 4 5 3 2 2 3	2	12 0 13 0 0 1 0	1103.0	1
706	5 4 5 3 2 2	3	12 0 13 0 0 1	1103.0	0
707	5 4 5 3 2	2	12 0 13 0 0	1103.0	1
708	5 4 5 3	2	12 0 13 0	1103.0	1
709	5 4 5	3	12 0 13	1103.0	0
710	5 4	5	12 0	1103.0	1
711	5	4	12	1103.0	0
712	3 2 2	1	0 0 1	1111.0	0
713	3 2	2	0 0	1111.0	1
714	3	2	0	1111.0	1
715	2 2 2 2 2	2	1 0 11 0 8	1124.0	1
716	2 2 2 2	2	1 0 11 0	1124.0	1
717	2 2 2	2	1 0 11	1124.0	1
718	2 2	2	1 0	1124.0	1
719	2	2	1	1124.0	1
720	2	2	0	1128.0	1
721	4 4 4 5 4 5 5	5	0 6 1 10 0 1 0	1134.0	1
722	4 4 4 5 4 5	5	0 6 1 10 0 1	1134.0	1
723	4 4 4 5 4	5	0 6 1 10 0	1134.0	1
724	4 4 4 5	4	0 6 1 10	1134.0	0
725	4 4 4	5	0 6 1	1134.0	1
726	4 4	4	0 6	1134.0	0
727	4	4	0	1134.0	0
728	5	1	12	1135.0	0
729	2 4 5 15 1	7	2 0 4 7 15	1149.0	1
730	2 4 5 15	1	2 0 4 7	1149.0	0
731	2 4 5	15	2 0 4	1149.0	1
732	2 4	5	2 0	1149.0	1
733	2	4	2	1149.0	0
734	2 5 1 15 7 15 7 2 6 2 2	2	1 59 74 4 47 16 39 10 10 24 12	1154.0	1
735	2 5 1 15 7 15 7 2 6 2	2	1 59 74 4 47 16 39 10 10 24	1154.0	1
736	2 5 1 15 7 15 7 2 6	2	1 59 74 4 47 16 39 10 10	1154.0	1
737	2 5 1 15 7 15 7 2	6	1 59 74 4 47 16 39 10	1154.0	1
738	2 5 1 15 7 15 7	2	1 59 74 4 47 16 39	1154.0	1
739	2 5 1 15 7 15	7	1 59 74 4 47 16	1154.0	1
740	2 5 1 15 7	15	1 59 74 4 47	1154.0	1
741	2 5 1 15	7	1 59 74 4	1154.0	1
742	2 5 1	15	1 59 74	1154.0	1
743	2 5	1	1 59	1154.0	0
744	2	5	1	1154.0	1
745	6	6	10	1157.0	1
746	2 2 2 2 15 7 15 7 15 5	7	156 0 18 17 7 7 28 5 30 15	1159.0	1
747	2 2 2 2 15 7 15 7 15	5	156 0 18 17 7 7 28 5 30	1159.0	1
748	2 2 2 2 15 7 15 7	15	156 0 18 17 7 7 28 5	1159.0	1
749	2 2 2 2 15 7 15	7	156 0 18 17 7 7 28	1159.0	1
750	2 2 2 2 15 7	15	156 0 18 17 7 7	1159.0	1
751	2 2 2 2 15	7	156 0 18 17 7	1159.0	1
752	2 2 2 2	15	156 0 18 17	1159.0	1
753	2 2 2	2	156 0 18	1159.0	1
754	2 2	2	156 0	1159.0	1
755	2	2	156	1159.0	1
756	5 2 2 15 7 2 5 2 4 5	1	11 15 44 54 42 39 30 22 0 35	1160.0	0
757	5 2 2 15 7 2 5 2 4	5	11 15 44 54 42 39 30 22 0	1160.0	1
758	5 2 2 15 7 2 5 2	4	11 15 44 54 42 39 30 22	1160.0	0
759	5 2 2 15 7 2 5	2	11 15 44 54 42 39 30	1160.0	1
760	5 2 2 15 7 2	5	11 15 44 54 42 39	1160.0	1
761	5 2 2 15 7	2	11 15 44 54 42	1160.0	1
762	5 2 2 15	7	11 15 44 54	1160.0	1
763	5 2 2	15	11 15 44	1160.0	1
764	5 2	2	11 15	1160.0	1
765	5	2	11	1160.0	1
766	5 5 2 2 2 2 5	5	0 5 0 110 5 12 28	1168.0	1
767	5 5 2 2 2 2	5	0 5 0 110 5 12	1168.0	1
768	5 5 2 2 2	2	0 5 0 110 5	1168.0	1
769	5 5 2 2	2	0 5 0 110	1168.0	1
770	5 5 2	2	0 5 0	1168.0	1
771	5 5	2	0 5	1168.0	1
772	5	5	0	1168.0	1
773	2 5 5	5	3 4 19	1171.0	1
774	2 5	5	3 4	1171.0	1
775	2	5	3	1171.0	1
776	4 5 5 2 17 17 17 17 17 2 17 17 4 5 17 1	2	0 0 26 0 11 0 0 39 7 14 0 0 0 14 15 0	1174.0	1
777	4 5 5 2 17 17 17 17 17 2 17 17 4 5 17	1	0 0 26 0 11 0 0 39 7 14 0 0 0 14 15	1174.0	0
778	4 5 5 2 17 17 17 17 17 2 17 17 4 5	17	0 0 26 0 11 0 0 39 7 14 0 0 0 14	1174.0	0
779	4 5 5 2 17 17 17 17 17 2 17 17 4	5	0 0 26 0 11 0 0 39 7 14 0 0 0	1174.0	1
780	4 5 5 2 17 17 17 17 17 2 17 17	4	0 0 26 0 11 0 0 39 7 14 0 0	1174.0	0
781	4 5 5 2 17 17 17 17 17 2 17	17	0 0 26 0 11 0 0 39 7 14 0	1174.0	0
782	4 5 5 2 17 17 17 17 17 2	17	0 0 26 0 11 0 0 39 7 14	1174.0	0
783	4 5 5 2 17 17 17 17 17	2	0 0 26 0 11 0 0 39 7	1174.0	1
784	4 5 5 2 17 17 17 17	17	0 0 26 0 11 0 0 39	1174.0	0
785	4 5 5 2 17 17 17	17	0 0 26 0 11 0 0	1174.0	0
786	4 5 5 2 17 17	17	0 0 26 0 11 0	1174.0	0
787	4 5 5 2 17	17	0 0 26 0 11	1174.0	0
788	4 5 5 2	17	0 0 26 0	1174.0	0
789	4 5 5	2	0 0 26	1174.0	1
790	4 5	5	0 0	1174.0	1
791	4	5	0	1174.0	1
792	15	7	10	1176.0	1
793	22	1	1	1178.0	0
794	4	5	0	1182.0	1
795	2 2	2	0 127	1183.0	1
796	2	2	0	1183.0	1
797	2 15 7	2	3 24 0	1186.0	1
798	2 15	7	3 24	1186.0	1
799	2	15	3	1186.0	1
800	15 5 7 15 2 7 15 17 7 15 7 15 7 15 1 1 2 2 15 7 15 7 7 7 5 5 7 5 15 7 2 15 2	7	15 6 20 0 22 1 11 0 7 1 3 3 3 6 3 0 0 1 3 4 7 4 5 0 0 12 12 27 18 4 121 0 1	1189.0	1
801	15 5 7 15 2 7 15 17 7 15 7 15 7 15 1 1 2 2 15 7 15 7 7 7 5 5 7 5 15 7 2 15	2	15 6 20 0 22 1 11 0 7 1 3 3 3 6 3 0 0 1 3 4 7 4 5 0 0 12 12 27 18 4 121 0	1189.0	1
802	15 5 7 15 2 7 15 17 7 15 7 15 7 15 1 1 2 2 15 7 15 7 7 7 5 5 7 5 15 7 2	15	15 6 20 0 22 1 11 0 7 1 3 3 3 6 3 0 0 1 3 4 7 4 5 0 0 12 12 27 18 4 121	1189.0	1
803	15 5 7 15 2 7 15 17 7 15 7 15 7 15 1 1 2 2 15 7 15 7 7 7 5 5 7 5 15 7	2	15 6 20 0 22 1 11 0 7 1 3 3 3 6 3 0 0 1 3 4 7 4 5 0 0 12 12 27 18 4	1189.0	1
804	15 5 7 15 2 7 15 17 7 15 7 15 7 15 1 1 2 2 15 7 15 7 7 7 5 5 7 5 15	7	15 6 20 0 22 1 11 0 7 1 3 3 3 6 3 0 0 1 3 4 7 4 5 0 0 12 12 27 18	1189.0	1
805	15 5 7 15 2 7 15 17 7 15 7 15 7 15 1 1 2 2 15 7 15 7 7 7 5 5 7 5	15	15 6 20 0 22 1 11 0 7 1 3 3 3 6 3 0 0 1 3 4 7 4 5 0 0 12 12 27	1189.0	1
806	15 5 7 15 2 7 15 17 7 15 7 15 7 15 1 1 2 2 15 7 15 7 7 7 5 5 7	5	15 6 20 0 22 1 11 0 7 1 3 3 3 6 3 0 0 1 3 4 7 4 5 0 0 12 12	1189.0	1
807	15 5 7 15 2 7 15 17 7 15 7 15 7 15 1 1 2 2 15 7 15 7 7 7 5 5	7	15 6 20 0 22 1 11 0 7 1 3 3 3 6 3 0 0 1 3 4 7 4 5 0 0 12	1189.0	1
808	15 5 7 15 2 7 15 17 7 15 7 15 7 15 1 1 2 2 15 7 15 7 7 7 5	5	15 6 20 0 22 1 11 0 7 1 3 3 3 6 3 0 0 1 3 4 7 4 5 0 0	1189.0	1
809	15 5 7 15 2 7 15 17 7 15 7 15 7 15 1 1 2 2 15 7 15 7 7 7	5	15 6 20 0 22 1 11 0 7 1 3 3 3 6 3 0 0 1 3 4 7 4 5 0	1189.0	1
810	15 5 7 15 2 7 15 17 7 15 7 15 7 15 1 1 2 2 15 7 15 7 7	7	15 6 20 0 22 1 11 0 7 1 3 3 3 6 3 0 0 1 3 4 7 4 5	1189.0	1
811	15 5 7 15 2 7 15 17 7 15 7 15 7 15 1 1 2 2 15 7 15 7	7	15 6 20 0 22 1 11 0 7 1 3 3 3 6 3 0 0 1 3 4 7 4	1189.0	1
812	15 5 7 15 2 7 15 17 7 15 7 15 7 15 1 1 2 2 15 7 15	7	15 6 20 0 22 1 11 0 7 1 3 3 3 6 3 0 0 1 3 4 7	1189.0	1
813	15 5 7 15 2 7 15 17 7 15 7 15 7 15 1 1 2 2 15 7	15	15 6 20 0 22 1 11 0 7 1 3 3 3 6 3 0 0 1 3 4	1189.0	1
814	15 5 7 15 2 7 15 17 7 15 7 15 7 15 1 1 2 2 15	7	15 6 20 0 22 1 11 0 7 1 3 3 3 6 3 0 0 1 3	1189.0	1
815	15 5 7 15 2 7 15 17 7 15 7 15 7 15 1 1 2 2	15	15 6 20 0 22 1 11 0 7 1 3 3 3 6 3 0 0 1	1189.0	1
816	15 5 7 15 2 7 15 17 7 15 7 15 7 15 1 1 2	2	15 6 20 0 22 1 11 0 7 1 3 3 3 6 3 0 0	1189.0	1
817	15 5 7 15 2 7 15 17 7 15 7 15 7 15 1 1	2	15 6 20 0 22 1 11 0 7 1 3 3 3 6 3 0	1189.0	1
818	15 5 7 15 2 7 15 17 7 15 7 15 7 15 1	1	15 6 20 0 22 1 11 0 7 1 3 3 3 6 3	1189.0	0
819	15 5 7 15 2 7 15 17 7 15 7 15 7 15	1	15 6 20 0 22 1 11 0 7 1 3 3 3 6	1189.0	0
820	15 5 7 15 2 7 15 17 7 15 7 15 7	15	15 6 20 0 22 1 11 0 7 1 3 3 3	1189.0	1
821	15 5 7 15 2 7 15 17 7 15 7 15	7	15 6 20 0 22 1 11 0 7 1 3 3	1189.0	1
822	15 5 7 15 2 7 15 17 7 15 7	15	15 6 20 0 22 1 11 0 7 1 3	1189.0	1
823	15 5 7 15 2 7 15 17 7 15	7	15 6 20 0 22 1 11 0 7 1	1189.0	1
824	15 5 7 15 2 7 15 17 7	15	15 6 20 0 22 1 11 0 7	1189.0	1
825	15 5 7 15 2 7 15 17	7	15 6 20 0 22 1 11 0	1189.0	1
826	15 5 7 15 2 7 15	17	15 6 20 0 22 1 11	1189.0	0
827	15 5 7 15 2 7	15	15 6 20 0 22 1	1189.0	1
828	15 5 7 15 2	7	15 6 20 0 22	1189.0	1
829	15 5 7 15	2	15 6 20 0	1189.0	1
830	15 5 7	15	15 6 20	1189.0	1
831	15 5	7	15 6	1189.0	1
832	15	5	15	1189.0	1
833	2 15 1	7	2 1 20	1192.0	1
834	2 15	1	2 1	1192.0	0
835	2	15	2	1192.0	1
836	15	7	12	1193.0	1
837	15 7 15 4 5	7	7 19 0 0 6	1194.0	1
838	15 7 15 4	5	7 19 0 0	1194.0	1
839	15 7 15	4	7 19 0	1194.0	0
840	15 7	15	7 19	1194.0	1
841	15	7	7	1194.0	1
842	15 7 15 7 15	7	29 36 4 1 1	1195.0	1
843	15 7 15 7	15	29 36 4 1	1195.0	1
844	15 7 15	7	29 36 4	1195.0	1
845	15 7	15	29 36	1195.0	1
846	15	7	29	1195.0	1
847	4 5 15 2 7 7 2 15 7 15 15 7 15 7 15 1 15	7	0 16 0 14 2 46 17 28 2 2 15 2 11 3 19 3 13	1196.0	1
848	4 5 15 2 7 7 2 15 7 15 15 7 15 7 15 1	15	0 16 0 14 2 46 17 28 2 2 15 2 11 3 19 3	1196.0	1
849	4 5 15 2 7 7 2 15 7 15 15 7 15 7 15	1	0 16 0 14 2 46 17 28 2 2 15 2 11 3 19	1196.0	0
850	4 5 15 2 7 7 2 15 7 15 15 7 15 7	15	0 16 0 14 2 46 17 28 2 2 15 2 11 3	1196.0	1
851	4 5 15 2 7 7 2 15 7 15 15 7 15	7	0 16 0 14 2 46 17 28 2 2 15 2 11	1196.0	1
852	4 5 15 2 7 7 2 15 7 15 15 7	15	0 16 0 14 2 46 17 28 2 2 15 2	1196.0	1
853	4 5 15 2 7 7 2 15 7 15 15	7	0 16 0 14 2 46 17 28 2 2 15	1196.0	1
854	4 5 15 2 7 7 2 15 7 15	15	0 16 0 14 2 46 17 28 2 2	1196.0	1
855	4 5 15 2 7 7 2 15 7	15	0 16 0 14 2 46 17 28 2	1196.0	1
856	4 5 15 2 7 7 2 15	7	0 16 0 14 2 46 17 28	1196.0	1
857	4 5 15 2 7 7 2	15	0 16 0 14 2 46 17	1196.0	1
858	4 5 15 2 7 7	2	0 16 0 14 2 46	1196.0	1
859	4 5 15 2 7	7	0 16 0 14 2	1196.0	1
860	4 5 15 2	7	0 16 0 14	1196.0	1
861	4 5 15	2	0 16 0	1196.0	1
862	4 5	15	0 16	1196.0	1
863	4	5	0	1196.0	1
864	1 6 23 2	2	8 0 20 0	1199.0	1
865	1 6 23	2	8 0 20	1199.0	1
866	1 6	23	8 0	1199.0	0
867	1	6	8	1199.0	1
868	2 15	7	6 35	1209.0	1
869	2	15	6	1209.0	1
870	15	7	5	1213.0	1
871	2 15	7	0 5	1214.0	1
872	2	15	0	1214.0	1
873	2 4	5	6 0	1216.0	1
874	2	4	6	1216.0	0
875	2 4 5 5 5 5 17 1 2 5 2	2	0 0 2 2 14 14 14 18 6 50 17	1217.0	1
876	2 4 5 5 5 5 17 1 2 5	2	0 0 2 2 14 14 14 18 6 50	1217.0	1
877	2 4 5 5 5 5 17 1 2	5	0 0 2 2 14 14 14 18 6	1217.0	1
878	2 4 5 5 5 5 17 1	2	0 0 2 2 14 14 14 18	1217.0	1
879	2 4 5 5 5 5 17	1	0 0 2 2 14 14 14	1217.0	0
880	2 4 5 5 5 5	17	0 0 2 2 14 14	1217.0	0
881	2 4 5 5 5	5	0 0 2 2 14	1217.0	1
882	2 4 5 5	5	0 0 2 2	1217.0	1
883	2 4 5	5	0 0 2	1217.0	1
884	2 4	5	0 0	1217.0	1
885	2	4	0	1217.0	0
886	2 2	2	14 208	1226.0	1
887	2	2	14	1226.0	1
888	15 1 7 15	7	5 4 23 14	1229.0	1
889	15 1 7	15	5 4 23	1229.0	1
890	15 1	7	5 4	1229.0	1
891	15	1	5	1229.0	0
892	15 15 7	2	3 13 8	1233.0	1
893	15 15	7	3 13	1233.0	1
894	15	15	3	1233.0	1
895	5 5 5 15 6 7 24	2	0 0 0 6 2 3 119	1238.0	1
896	5 5 5 15 6 7	24	0 0 0 6 2 3	1238.0	0
897	5 5 5 15 6	7	0 0 0 6 2	1238.0	1
898	5 5 5 15	6	0 0 0 6	1238.0	1
899	5 5 5	15	0 0 0	1238.0	1
900	5 5	5	0 0	1238.0	1
901	5	5	0	1238.0	1
902	2	2	14	1241.0	1
903	2 15 5 7 15 7 7 15 7 2 15 5 5	7	4 6 103 2 28 2 7 5 88 0 37 0 5	1251.0	1
904	2 15 5 7 15 7 7 15 7 2 15 5	5	4 6 103 2 28 2 7 5 88 0 37 0	1251.0	1
905	2 15 5 7 15 7 7 15 7 2 15	5	4 6 103 2 28 2 7 5 88 0 37	1251.0	1
906	2 15 5 7 15 7 7 15 7 2	15	4 6 103 2 28 2 7 5 88 0	1251.0	1
907	2 15 5 7 15 7 7 15 7	2	4 6 103 2 28 2 7 5 88	1251.0	1
908	2 15 5 7 15 7 7 15	7	4 6 103 2 28 2 7 5	1251.0	1
909	2 15 5 7 15 7 7	15	4 6 103 2 28 2 7	1251.0	1
910	2 15 5 7 15 7	7	4 6 103 2 28 2	1251.0	1
911	2 15 5 7 15	7	4 6 103 2 28	1251.0	1
912	2 15 5 7	15	4 6 103 2	1251.0	1
913	2 15 5	7	4 6 103	1251.0	1
914	2 15	5	4 6	1251.0	1
915	2	15	4	1251.0	1
916	7 2 2 15	7	16 97 4 4	1252.0	1
917	7 2 2	15	16 97 4	1252.0	1
918	7 2	2	16 97	1252.0	1
919	7	2	16	1252.0	1
920	2 15 7 2 15	7	1 15 171 7 25	1253.0	1
921	2 15 7 2	15	1 15 171 7	1253.0	1
922	2 15 7	2	1 15 171	1253.0	1
923	2 15	7	1 15	1253.0	1
924	2	15	1	1253.0	1
925	15 1	7	2 7	1259.0	1
926	15	1	2	1259.0	0
927	15 7 15	7	8 8 10	1260.0	1
928	15 7	15	8 8	1260.0	1
929	15	7	8	1260.0	1
930	2 15	7	1 8	1264.0	1
931	2	15	1	1264.0	1
932	2 2	2	3 4	1267.0	1
933	2	2	3	1267.0	1
934	2 15	7	3 5	1271.0	1
935	2	15	3	1271.0	1
936	2 2 2 15	7	6 2 0 7	1283.0	1
937	2 2 2	15	6 2 0	1283.0	1
938	2 2	2	6 2	1283.0	1
939	2	2	6	1283.0	1
940	2 15	7	5 14	1286.0	1
941	2	15	5	1286.0	1
942	2 15 4 5	7	0 13 0 20	1291.0	1
943	2 15 4	5	0 13 0	1291.0	1
944	2 15	4	0 13	1291.0	0
945	2	15	0	1291.0	1
946	2 15 5 15 7 25 15 7 15 7 15 7 2 2 2 2 2 15 7 15	7	0 1 19 6 2 19 3 4 1 5 7 30 0 16 0 1 35 10 11 5	1293.0	1
947	2 15 5 15 7 25 15 7 15 7 15 7 2 2 2 2 2 15 7	15	0 1 19 6 2 19 3 4 1 5 7 30 0 16 0 1 35 10 11	1293.0	1
948	2 15 5 15 7 25 15 7 15 7 15 7 2 2 2 2 2 15	7	0 1 19 6 2 19 3 4 1 5 7 30 0 16 0 1 35 10	1293.0	1
949	2 15 5 15 7 25 15 7 15 7 15 7 2 2 2 2 2	15	0 1 19 6 2 19 3 4 1 5 7 30 0 16 0 1 35	1293.0	1
950	2 15 5 15 7 25 15 7 15 7 15 7 2 2 2 2	2	0 1 19 6 2 19 3 4 1 5 7 30 0 16 0 1	1293.0	1
